0,1,2,3,4
5,0,33,81,200
5,0,12,39,200
5,0,87,34,200
5,0,8,70,200
5,0,76,18,200
5,0,76,75,200
5,0,59,2,200
5,0,57,11,200
5,0,76,25,200
5,0,40,99,200
5,0,54,11,200
5,0,42,97,200
5,0,16,38,200
5,0,58,6,200
5,0,94,73,200
5,0,2,33,200
5,0,72,15,200
5,0,68,4,200
5,0,44,92,200
5,0,32,5,200
5,0,96,42,200
5,0,86,23,200
5,0,14,64,200
5,0,49,83,200
5,0,62,97,200
5,0,58,96,200
5,0,45,82,200
5,0,82,26,200
5,0,71,8,200
5,0,79,20,200
5,0,99,54,200
5,0,91,47,200
5,0,20,24,200
5,0,90,44,200
5,0,69,10,200
5,0,41,17,200
5,0,56,14,200
5,0,59,96,200
5,0,26,76,200
5,0,38,4,200
5,0,76,19,200
5,0,72,87,200
5,0,14,60,200
5,0,7,68,200
5,0,42,93,200
5,0,26,9,200
5,0,6,35,200
5,0,62,91,200
5,0,26,8,200
5,0,42,6,200
5,0,82,69,200
5,0,10,32,200
5,0,95,62,200
5,0,89,36,200
5,0,96,50,200
5,0,75,8,200
5,0,46,15,200
5,0,79,70,200
5,0,67,12,200
5,0,4,41,200
5,0,92,33,200
5,0,37,15,200
5,0,81,67,200
5,0,6,37,200
5,0,7,35,200
5,0,42,98,200
5,0,60,9,200
5,0,62,86,200
5,0,3,47,200
5,0,54,84,200
5,0,60,4,200
5,0,9,53,200
5,0,27,19,200
5,0,22,23,200
5,0,10,36,200
5,0,76,80,200
5,0,72,75,200
5,0,94,40,200
5,0,10,70,200
5,0,66,4,200
5,0,93,34,200
5,0,8,24,200
5,0,27,82,200
5,0,7,33,200
5,0,18,82,200
5,0,37,92,200
5,0,85,29,200
5,0,85,52,200
5,0,69,87,200
5,0,37,95,200
5,0,95,59,200
5,0,2,62,200
5,0,15,29,200
5,0,92,53,200
5,0,55,86,200
5,0,89,39,200
5,0,82,46,200
5,0,51,4,200
5,0,70,5,200
5,0,24,11,200
5,0,97,38,200
5,0,7,67,200
5,0,86,39,200
5,0,81,70,200
5,0,12,16,200
5,0,64,2,200
5,0,87,81,200
5,0,98,50,200
5,0,14,24,200
5,0,83,65,200
5,0,30,19,200
5,0,40,2,200
5,0,81,22,200
5,0,70,16,200
5,0,43,15,200
5,0,79,11,200
5,0,74,16,200
5,0,27,86,200
5,0,69,7,200
5,0,38,18,200
5,0,15,80,200
5,0,37,6,200
5,0,74,17,200
5,0,45,7,200
5,0,15,76,200
5,0,36,82,200
5,0,12,41,200
5,0,53,93,200
5,0,74,93,200
5,0,68,18,200
5,0,72,16,200
5,0,1,53,200
5,0,29,81,200
5,0,67,84,200
5,0,83,60,200
5,0,68,6,200
5,0,39,97,200
5,0,90,28,200
5,0,84,14,200
5,0,37,86,200
5,0,96,44,200
5,0,59,18,200
5,0,31,16,200
5,0,91,74,200
5,0,25,77,200
5,0,34,90,200
5,0,36,16,200
5,0,12,30,200
5,0,73,5,200
5,0,30,91,200
5,0,1,48,200
5,0,99,57,200
5,0,62,18,200
5,0,80,79,200
5,0,20,70,200
5,0,31,12,200
5,0,85,23,200
5,0,18,41,200
5,0,82,24,200
5,0,44,8,200
5,0,33,91,200
5,0,46,92,200
5,0,89,44,200
5,0,23,84,200
5,0,25,82,200
5,0,70,89,200
5,0,14,57,200
5,0,45,3,200
5,0,58,88,200
5,0,90,36,200
5,0,77,75,200
5,0,86,53,200
5,0,39,1,200
5,0,2,42,200
5,0,36,11,200
5,0,17,41,200
5,0,13,16,200
5,0,35,2,200
5,0,12,76,200
5,0,48,4,200
5,0,6,63,200
5,0,90,53,200
5,0,90,45,200
5,0,16,82,200
5,0,99,41,200
5,0,44,3,200
5,0,59,92,200
5,0,81,29,200
5,0,13,79,200
5,0,32,78,200
5,0,3,43,200
5,0,59,7,200
5,0,55,85,200
5,0,70,86,200
5,0,90,66,200
5,0,72,93,200
5,0,77,28,200
5,0,50,9,200
5,0,60,81,200
5,0,30,92,200
5,0,33,89,200
5,0,18,64,200
5,0,92,24,200
5,0,31,15,200
5,0,48,8,200
5,0,84,30,200
5,0,3,35,200
5,0,84,27,200
5,0,22,74,200
5,0,51,7,200
5,0,85,73,200
5,0,81,82,200
5,0,90,73,200
5,0,49,5,200
5,0,68,78,200
5,0,50,96,200
5,0,16,37,200
5,0,24,18,200
5,0,11,61,200
5,0,14,83,200
5,0,58,87,200
5,0,24,83,200
5,0,1,45,200
5,0,32,21,200
5,0,79,35,200
5,0,14,32,200
5,0,43,11,200
5,0,72,89,200
5,0,6,39,200
5,0,19,20,200
5,0,55,2,200
5,0,21,66,200
5,0,76,92,200
5,0,68,90,200
5,0,9,73,200
5,0,19,26,200
5,0,88,68,200
5,0,9,54,200
5,0,34,93,200
5,0,40,14,200
5,0,62,94,200
5,0,13,23,200
5,0,8,54,200
5,0,82,51,200
5,0,24,70,200
5,0,16,20,200
5,0,39,9,200
5,0,69,15,200
5,0,77,87,200
5,0,64,79,200
5,0,69,88,200
5,0,3,61,200
5,0,20,15,200
5,0,28,92,200
5,0,36,83,200
5,0,30,21,200
5,0,3,33,200
5,0,36,3,200
5,0,90,77,200
5,0,89,33,200
5,0,82,70,200
5,0,61,94,200
5,0,8,48,200
5,0,71,13,200
5,0,13,31,200
5,0,57,16,200
5,0,3,38,200
5,0,71,78,200
5,0,59,3,200
5,0,26,5,200
5,0,77,86,200
5,0,83,44,200
5,0,13,17,200
5,0,90,33,200
5,0,13,34,200
5,0,25,87,200
5,0,12,43,200
5,0,19,12,200
5,0,85,76,200
5,0,59,82,200
5,0,30,8,200
5,0,22,16,200
5,0,13,29,200
5,0,12,21,200
5,0,6,64,200
5,0,76,26,200
5,0,48,0,200
5,0,91,78,200
5,0,19,70,200
5,0,19,69,200
5,0,28,23,200
5,0,88,23,200
5,0,96,32,200
5,0,3,42,200
5,0,5,41,200
5,0,14,84,200
5,0,62,7,200
5,0,77,72,200
5,0,81,32,200
5,0,89,81,200
5,0,56,97,200
5,0,0,57,200
5,0,18,20,200
5,0,19,36,200
5,0,87,72,200
5,0,40,1,200
5,0,1,41,200
5,0,80,23,200
5,0,79,9,200
5,0,75,84,200
5,0,32,19,200
5,0,59,81,200
5,0,27,76,200
5,0,16,34,200
5,0,21,20,200
5,0,97,36,200
5,0,59,94,200
5,0,60,12,200
5,0,23,86,200
5,0,87,64,200
5,0,15,85,200
5,0,92,76,200
5,0,5,73,200
5,0,88,72,200
5,0,88,46,200
5,0,48,93,200
5,0,80,84,200
5,0,33,14,200
5,0,49,12,200
5,0,38,96,200
5,0,55,96,200
5,0,19,30,200
5,0,78,70,200
5,0,9,52,200
5,0,63,96,200
5,0,69,6,200
5,0,15,82,200
5,0,63,10,200
5,0,13,66,200
5,0,18,25,200
5,0,41,9,200
5,0,82,40,200
5,0,25,73,200
5,0,21,32,200
5,0,62,81,200
5,0,84,59,200
5,0,59,83,200
5,0,14,25,200
5,0,48,83,200
5,0,54,2,200
5,0,26,18,200
5,0,97,62,200
5,0,19,24,200
5,0,84,43,200
5,0,12,58,200
5,0,6,68,200
5,0,10,35,200
5,0,78,31,200
5,0,83,87,200
5,0,27,12,200
5,0,13,18,200
5,0,77,76,200
5,0,43,0,200
5,0,38,89,200
5,0,46,84,200
5,0,66,96,200
5,0,9,44,200
5,0,92,51,200
5,0,94,61,200
5,0,14,27,200
5,0,89,47,200
5,0,16,18,200
5,0,29,11,200
5,0,76,82,200
5,0,22,83,200
5,0,73,75,200
5,0,4,53,200
5,0,73,77,200
5,0,56,11,200
5,0,55,3,200
5,0,81,77,200
5,0,6,46,200
5,0,94,43,200
5,0,17,57,200
5,0,37,94,200
5,0,94,26,200
5,0,89,76,200
5,0,50,97,200
5,0,16,60,200
5,0,16,28,200
5,0,36,87,200
5,0,14,68,200
5,0,73,12,200
5,0,15,66,200
5,0,39,14,200
5,0,83,78,200
5,0,33,82,200
5,0,43,96,200
5,0,60,88,200
5,0,93,41,200
5,0,17,28,200
5,0,38,91,200
5,0,14,39,200
5,0,84,81,200
5,0,33,21,200
5,0,59,15,200
5,0,96,35,200
5,0,85,40,200
5,0,81,35,200
5,0,79,83,200
5,0,0,47,200
5,0,96,59,200
5,0,72,83,200
5,0,67,9,200
5,0,98,49,200
5,0,30,16,200
5,0,92,61,200
5,0,21,26,200
5,0,4,36,200
5,0,53,7,200
5,0,63,14,200
5,0,94,71,200
5,0,89,26,200
5,0,73,80,200
5,0,21,69,200
5,0,6,69,200
5,0,44,15,200
5,0,80,27,200
5,0,32,96,200
5,0,97,32,200
5,0,92,60,200
5,0,81,61,200
5,0,85,72,200
5,0,31,88,200
5,0,44,97,200
5,0,23,13,200
5,0,85,51,200
5,0,49,84,200
5,0,72,78,200
5,0,89,77,200
5,0,77,7,200
5,0,69,23,200
5,0,60,94,200
5,0,63,83,200
5,0,91,43,200
5,0,19,27,200
5,0,80,66,200
5,0,27,83,200
5,0,80,65,200
5,0,93,56,200
5,0,41,8,200
5,0,37,8,200
5,0,94,30,200
5,0,79,81,200
5,0,19,35,200
5,0,90,63,200
5,0,94,49,200
5,0,84,80,200
5,0,90,78,200
5,0,86,47,200
5,0,74,86,200
5,0,83,17,200
5,0,90,48,200
5,0,55,17,200
5,0,64,8,200
5,0,53,90,200
5,0,41,97,200
5,0,62,85,200
5,0,71,19,200
5,0,51,99,200
5,0,75,87,200
5,0,57,89,200
5,0,66,89,200
5,0,20,23,200
5,0,86,66,200
5,0,70,8,200
5,0,83,70,200
5,0,97,60,200
5,0,19,10,200
5,0,30,80,200
5,0,28,80,200
5,0,16,62,200
5,0,66,2,200
5,0,74,74,200
5,0,29,77,200
5,0,86,48,200
5,0,84,57,200
5,0,18,71,200
5,0,18,62,200
5,0,23,25,200
5,0,17,23,200
5,0,93,24,200
5,0,11,66,200
5,0,25,81,200
5,0,96,52,200
5,0,3,67,200
5,0,17,70,200
5,0,31,95,200
5,0,92,57,200
5,0,65,2,200
5,0,0,52,200
5,0,21,82,200
5,0,46,7,200
5,0,62,14,200
5,0,70,75,200
5,0,92,40,200
5,0,0,59,200
5,0,32,10,200
5,0,91,44,200
5,0,22,17,200
5,0,8,35,200
5,0,30,95,200
5,0,11,19,200
5,0,72,86,200
5,0,75,81,200
5,0,42,89,200
5,0,85,36,200
5,0,83,42,200
5,0,15,68,200
5,0,91,32,200
5,0,31,93,200
5,0,54,99,200
5,0,13,75,200
5,0,40,12,200
5,0,16,26,200
5,0,53,99,200
5,0,78,88,200
5,0,13,65,200
5,0,67,15,200
5,0,78,18,200
5,0,82,77,200
5,0,25,11,200
5,0,2,60,200
5,0,44,6,200
5,0,14,43,200
5,0,24,76,200
5,0,43,85,200
5,0,80,78,200
5,0,85,82,200
5,0,76,10,200
5,0,15,28,200
5,0,83,45,200
5,0,26,26,200
5,0,81,23,200
5,0,73,9,200
5,0,70,95,200
5,0,24,22,200
5,0,95,48,200
5,0,17,42,200
5,0,26,93,200
5,0,84,16,200
5,0,60,5,200
5,0,71,84,200
5,0,17,45,200
5,0,69,3,200
5,0,14,67,200
5,0,73,91,200
5,0,42,85,200
5,0,49,89,200
5,0,84,46,200
5,0,7,36,200
5,0,81,60,200
5,0,17,66,200
5,0,98,54,200
5,0,61,96,200
5,0,25,6,200
5,0,29,85,200
5,0,95,32,200
5,0,3,60,200
5,0,5,28,200
5,0,87,32,200
5,0,43,97,200
5,0,50,6,200
5,0,87,44,200
5,0,60,11,200
5,0,79,34,200
5,0,12,48,200
5,0,4,34,200
5,0,97,63,200
5,0,97,57,200
5,0,33,95,200
5,0,83,38,200
5,0,57,88,200
5,0,9,46,200
5,0,39,4,200
5,0,26,90,200
5,0,40,3,200
5,0,66,16,200
5,0,99,50,200
5,0,41,90,200
5,0,0,51,200
5,0,22,21,200
5,0,12,56,200
5,0,87,45,200
5,0,25,13,200
5,0,4,57,200
5,0,9,59,200
5,0,20,18,200
5,0,15,46,200
5,0,40,5,200
5,0,46,98,200
5,0,94,58,200
5,0,93,28,200
5,0,54,15,200
5,0,45,6,200
5,0,91,34,200
5,0,36,9,200
5,0,90,40,200
5,0,62,87,200
5,0,44,1,200
5,0,66,82,200
5,0,24,16,200
5,0,23,21,200
5,0,20,89,200
5,0,14,30,200
5,0,28,16,200
5,0,93,58,200
5,0,43,17,200
5,0,84,50,200
5,0,75,29,200
5,0,2,32,200
5,0,15,42,200
5,0,83,71,200
5,0,4,70,200
5,0,54,83,200
5,0,6,28,200
5,0,52,84,200
5,0,71,23,200
5,0,79,78,200
5,0,11,53,200
5,0,52,11,200
5,0,99,45,200
5,0,61,97,200
5,0,85,64,200
5,0,81,75,200
5,0,33,10,200
5,0,62,1,200
5,0,52,88,200
5,0,26,78,200
5,0,96,46,200
5,0,78,71,200
5,0,88,47,200
5,0,67,18,200
5,0,79,67,200
5,0,89,64,200
5,0,23,28,200
5,0,1,49,200
5,0,89,80,200
5,0,92,59,200
5,0,33,18,200
5,0,81,18,200
5,0,72,84,200
5,0,24,82,200
5,0,44,82,200
5,0,45,94,200
5,0,79,24,200
5,0,21,15,200
5,0,90,76,200
5,0,42,82,200
5,0,20,71,200
5,0,3,53,200
5,0,76,27,200
5,0,18,38,200
5,0,37,9,200
5,0,84,44,200
5,0,24,7,200
5,0,16,29,200
5,0,90,61,200
5,0,84,34,200
5,0,90,56,200
5,0,2,66,200
5,0,91,66,200
5,0,24,15,200
5,0,22,92,200
5,0,11,63,200
5,0,64,14,200
5,0,85,28,200
5,0,10,81,200
5,0,31,78,200
5,0,82,34,200
5,0,75,71,200
5,0,85,84,200
5,0,30,6,200
5,0,47,83,200
5,0,82,52,200
5,0,93,33,200
5,0,61,3,200
5,0,73,88,200
5,0,70,11,200
5,0,63,86,200
5,0,9,71,200
5,0,31,83,200
5,0,39,89,200
5,0,85,70,200
5,0,89,34,200
5,0,4,68,200
5,0,4,69,200
5,0,85,83,200
5,0,9,65,200
5,0,20,10,200
5,0,30,7,200
5,0,78,27,200
5,0,60,96,200
5,0,44,17,200
5,0,13,36,200
5,0,75,22,200
5,0,70,18,200
5,0,32,9,200
5,0,88,49,200
5,0,18,87,200
5,0,22,29,200
5,0,58,82,200
5,0,14,44,200
5,0,44,0,200
5,0,97,55,200
5,0,14,61,200
5,0,61,95,200
5,0,86,76,200
5,0,96,62,200
5,0,87,38,200
5,0,84,37,200
5,0,44,14,200
5,0,21,12,200
5,0,25,72,200
5,0,33,2,200
5,0,87,62,200
5,0,85,30,200
5,0,21,19,200
5,0,64,96,200
5,0,41,96,200
5,0,79,16,200
5,0,29,89,200
5,0,27,20,200
5,0,80,28,200
5,0,64,6,200
5,0,34,83,200
5,0,4,48,200
5,0,31,7,200
5,0,13,55,200
5,0,7,59,200
5,0,59,16,200
5,0,19,71,200
5,0,46,1,200
5,0,99,40,200
5,0,9,43,200
5,0,6,41,200
5,0,21,28,200
5,0,10,41,200
5,0,76,29,200
5,0,20,67,200
5,0,13,33,200
5,0,0,54,200
5,0,19,67,200
5,0,58,18,200
5,0,64,89,200
5,0,84,85,200
5,0,36,84,200
5,0,95,69,200
5,0,78,86,200
5,0,83,68,200
5,0,9,61,200
5,0,96,48,200
5,0,68,93,200
5,0,92,56,200
5,0,74,88,200
5,0,82,22,200
5,0,84,72,200
5,0,59,97,200
5,0,33,11,200
5,0,16,53,200
5,0,46,88,200
5,0,45,91,200
5,0,28,21,200
5,0,90,43,200
5,0,6,32,200
5,0,64,81,200
5,0,49,16,200
5,0,8,47,200
5,0,76,16,200
5,0,18,21,200
5,0,44,12,200
5,0,8,53,200
5,0,54,9,200
5,0,95,64,200
5,0,16,44,200
5,0,40,93,200
5,0,12,81,200
5,0,48,86,200
5,0,71,93,200
5,0,47,84,200
5,0,45,87,200
5,0,9,60,200
5,0,73,79,200
5,0,39,94,200
5,0,52,87,200
5,0,74,24,200
5,0,66,94,200
5,0,54,6,200
5,0,53,82,200
5,0,36,93,200
5,0,94,48,200
5,0,4,46,200
5,0,64,85,200
5,0,78,9,200
5,0,74,15,200
5,0,78,12,200
5,0,66,92,200
5,0,70,20,200
5,0,18,89,200
5,0,39,88,200
5,0,35,91,200
5,0,12,62,200
5,0,26,92,200
5,0,36,6,200
5,0,34,88,200
5,0,35,89,200
5,0,19,65,200
5,0,92,44,200
5,0,46,96,200
5,0,1,58,200
5,0,16,79,200
5,0,14,69,200
5,0,43,13,200
5,0,44,83,200
5,0,11,34,200
5,0,92,26,200
5,0,38,15,200
5,0,94,46,200
5,0,41,0,200
5,0,89,31,200
5,0,20,72,200
5,0,99,47,200
5,0,86,45,200
5,0,48,94,200
5,0,76,13,200
5,0,93,69,200
5,0,48,10,200
5,0,39,84,200
5,0,63,15,200
5,0,80,83,200
5,0,18,33,200
5,0,70,10,200
5,0,76,28,200
5,0,8,46,200
5,0,55,5,200
5,0,8,72,200
5,0,89,78,200
5,0,75,15,200
5,0,5,59,200
5,0,42,83,200
5,0,58,11,200
5,0,71,16,200
5,0,78,81,200
5,0,21,14,200
5,0,11,47,200
5,0,82,53,200
5,0,90,27,200
5,0,56,8,200
5,0,39,10,200
5,0,21,75,200
5,0,82,79,200
5,0,12,59,200
5,0,82,31,200
5,0,12,79,200
5,0,2,52,200
5,0,12,64,200
5,0,87,71,200
5,0,80,17,200
5,0,69,79,200
5,0,43,3,200
5,0,33,13,200
5,0,20,22,200
5,0,47,99,200
5,0,19,33,200
5,0,13,78,200
5,0,35,87,200
5,0,27,90,200
5,0,92,70,200
5,0,81,80,200
5,0,36,96,200
5,0,69,86,200
5,0,43,4,200
5,0,21,24,200
5,0,82,57,200
5,0,96,67,200
5,0,54,13,200
5,0,88,37,200
5,0,13,35,200
5,0,42,86,200
5,0,89,48,200
5,0,50,10,200
5,0,79,65,200
5,0,84,82,200
5,0,11,64,200
5,0,38,10,200
5,0,76,74,200
5,0,8,57,200
5,0,83,23,200
5,0,43,84,200
5,0,10,69,200
5,0,29,82,200
5,0,12,45,200
5,0,90,71,200
5,0,10,63,200
5,0,49,95,200
5,0,25,75,200
5,0,60,98,200
5,0,75,86,200
5,0,24,29,200
5,0,48,95,200
5,0,4,30,200
5,0,64,97,200
5,0,35,96,200
5,0,42,94,200
5,0,59,6,200
5,0,82,58,200
5,0,79,25,200
5,0,84,86,200
5,0,5,67,200
5,0,70,83,200
5,0,30,12,200
5,0,21,71,200
5,0,49,90,200
5,0,87,57,200
5,0,32,15,200
5,0,98,46,200
5,0,92,22,200
5,0,29,13,200
5,0,85,22,200
5,0,93,64,200
5,0,92,43,200
5,0,39,98,200
5,0,67,8,200
5,0,19,17,200
5,0,79,14,200
5,0,60,13,200
5,0,46,89,200
5,0,97,50,200
5,0,71,88,200
